Time,X_EE,Y_EE,Z_EE,Vel_Z_EE
2026-02-10 16:57:15.713,-0.13171620666980743,-0.30100980401039124,-0.46430736780166626,-0.00048656368744559586
2026-02-10 16:57:16.206,-0.13170947134494781,-0.3010164201259613,-0.46429359912872314,0.000581262749619782
2026-02-10 16:57:16.705,-0.1317104548215866,-0.30100980401039124,-0.4643038213253021,0.0002981043653562665
2026-02-10 16:57:17.214,-0.13171061873435974,-0.30101820826530457,-0.4642942547798157,-0.00022128073032945395
2026-02-10 16:57:17.714,-0.13171768188476562,-0.30103084444999695,-0.4642832279205322,-0.0006345676374621689
2026-02-10 16:57:18.211,-0.13172286748886108,-0.3009900450706482,-0.46432211995124817,0.00015153920685406774
2026-02-10 16:57:18.703,-0.13171625137329102,-0.30101290345191956,-0.4643037021160126,0.00015435024397447705
2026-02-10 16:57:19.205,-0.13170461356639862,-0.30100756883621216,-0.46430400013923645,-0.00010771596134873107
2026-02-10 16:57:19.707,-0.1316586285829544,-0.3010261058807373,-0.46428775787353516,-0.00011392981832614169
2026-02-10 16:57:20.205,-0.13168129324913025,-0.30095651745796204,-0.46434715390205383,-0.00025518983602523804
2026-02-10 16:57:20.708,-0.1316653937101364,-0.30095165967941284,-0.46434924006462097,-0.0005975090898573399
2026-02-10 16:57:21.212,-0.13165093958377838,-0.30095165967941284,-0.4643539488315582,-0.00018091185484081507
2026-02-10 16:57:21.714,-0.13164950907230377,-0.30097097158432007,-0.46434473991394043,-0.00018914458632934839
2026-02-10 16:57:22.206,-0.1316653937101364,-0.3009715974330902,-0.4643366038799286,-8.589531353209168E-05
2026-02-10 16:57:22.703,-0.13163979351520538,-0.30098655819892883,-0.46432507038116455,0.00016036970191635191
2026-02-10 16:57:23.209,-0.13162113726139069,-0.3010041117668152,-0.46431174874305725,-2.8607137210201472E-05
2026-02-10 16:57:23.706,-0.13164739310741425,-0.3009670078754425,-0.46434375643730164,0.0006141848280094564
2026-02-10 16:57:24.203,-0.13168157637119293,-0.300969660282135,-0.4643388092517853,0.0006723392871208489
2026-02-10 16:57:24.705,-0.13165295124053955,-0.3009722828865051,-0.4643406867980957,0.0002804900868795812
2026-02-10 16:57:25.209,-0.1316695660352707,-0.30098021030426025,-0.46433359384536743,0.00020882461103610694
2026-02-10 16:57:25.703,-0.13162539899349213,-0.30098962783813477,-0.46432846784591675,-3.5961011235485785E-06
2026-02-10 16:57:26.231,-0.13164594769477844,-0.3009977638721466,-0.46432140469551086,2.157524613721762E-05
2026-02-10 16:57:26.730,-0.13167652487754822,-0.3009886145591736,-0.46432334184646606,-2.865416718123015E-05
2026-02-10 16:57:27.220,-0.1316586285829544,-0.3009919822216034,-0.46432366967201233,-0.00021271825244184583
2026-02-10 16:57:27.729,-0.1316712200641632,-0.3009726405143738,-0.46434006094932556,-0.00031922030029818416
2026-02-10 16:57:28.233,-0.13164761662483215,-0.3009694814682007,-0.46433836221694946,0.00029001987422816455
2026-02-10 16:57:28.727,-0.1316462755203247,-0.30097994208335876,-0.4643392562866211,-4.5909768232377246E-05
2026-02-10 16:57:29.229,-0.13162358105182648,-0.30095601081848145,-0.46436119079589844,0.0003325752622913569
2026-02-10 16:57:29.724,-0.13162948191165924,-0.30092689394950867,-0.46438202261924744,0.0002954760566353798
2026-02-10 16:57:30.221,-0.13163815438747406,-0.30093711614608765,-0.46437710523605347,-0.0003306742000859231
2026-02-10 16:57:30.729,-0.13162153959274292,-0.3009180724620819,-0.4643886983394623,0.00033355128834955394
2026-02-10 16:57:31.220,-0.1316579431295395,-0.30093058943748474,-0.4643715023994446,-0.00011313093273201957
2026-02-10 16:57:31.735,-0.13166676461696625,-0.30094847083091736,-0.46436044573783875,0.0004360432212706655
2026-02-10 16:57:32.242,-0.131659135222435,-0.30090412497520447,-0.46439430117607117,-5.5695516493869945E-05
2026-02-10 16:57:32.735,-0.1316491812467575,-0.30091723799705505,-0.4643799662590027,-0.0005724008660763502
2026-02-10 16:57:33.238,-0.13168179988861084,-0.30090221762657166,-0.4643961489200592,0.0006169453845359385
2026-02-10 16:57:33.742,-0.1316530853509903,-0.300906240940094,-0.4643929600715637,0.0002375880430918187
2026-02-10 16:57:34.236,-0.1316649615764618,-0.300887793302536,-0.464409202337265,0.00036597278085537255
2026-02-10 16:57:34.739,-0.13164372742176056,-0.3009136915206909,-0.4643825888633728,-0.0003038075228687376
2026-02-10 16:57:35.237,-0.13166774809360504,-0.30084308981895447,-0.4644407629966736,0.00045177433639764786
