Time,X_EE,Y_EE,Z_EE,Vel_Z_EE
2026-02-10 16:47:15.508,0,0,0,0
2026-02-10 16:47:16.003,0,0,0,0
2026-02-10 16:47:16.507,0,0,0,0
2026-02-10 16:47:17.023,0,0,0,0
2026-02-10 16:47:17.521,0,0,0,0
2026-02-10 16:47:18.017,0,0,0,0
2026-02-10 16:47:18.531,0,0,0,0
2026-02-10 16:47:19.037,0,0,0,0
2026-02-10 16:47:19.535,0,0,0,0
2026-02-10 16:47:20.040,0,0,0,0
2026-02-10 16:47:20.532,0,0,0,0
2026-02-10 16:47:21.034,0,0,0,0
2026-02-10 16:47:21.532,0,0,0,0
2026-02-10 16:47:22.038,0,0,0,0
2026-02-10 16:47:22.535,0,0,0,0
2026-02-10 16:47:23.031,0,0,0,0
2026-02-10 16:47:23.533,0,0,0,0
2026-02-10 16:47:24.032,0,0,0,0
2026-02-10 16:47:24.542,0,0,0,0
2026-02-10 16:47:25.037,0,0,0,0
2026-02-10 16:47:25.540,0,0,0,0
