Time,X_EE,Y_EE,Z_EE,Vel_Z_EE,Frequency
2026-02-12 15:48:57.407,-0.17575646936893463,-0.257223904132843,-0.5065141320228577,0.0014970293268561363,7
2026-02-12 15:48:57.906,-0.1757032424211502,-0.2569460868835449,-0.5066973567008972,0.000992378918454051,7
2026-02-12 15:48:58.405,-0.1756449192762375,-0.2566566467285156,-0.5068877935409546,-0.0011190741788595915,7
2026-02-12 15:48:58.894,-0.17522428929805756,-0.25644969940185547,-0.5070869326591492,0.0011603472521528602,7
2026-02-12 15:48:59.393,-0.17502233386039734,-0.25623345375061035,-0.5072614550590515,-0.0005677063018083572,7
2026-02-12 15:48:59.904,-0.17496101558208466,-0.2563782036304474,-0.5071805119514465,-0.0007192670018412173,7
2026-02-12 15:49:00.402,-0.17494164407253265,-0.25626903772354126,-0.50724858045578,0.00011434340558480471,7
2026-02-12 15:49:00.896,-0.1749366968870163,-0.2563619017601013,-0.5071907043457031,-0.0015099006704986095,7
2026-02-12 15:49:01.406,-0.17481514811515808,-0.2563997805118561,-0.5071881413459778,-0.001011366257444024,7
2026-02-12 15:49:01.908,-0.1748296618461609,-0.25635579228401184,-0.5072097778320312,-0.0005953097133897245,6
2026-02-12 15:49:02.406,-0.1749511957168579,-0.25555071234703064,-0.5076980590820312,0.00015508706565015018,6
2026-02-12 15:49:02.906,-0.17497824132442474,-0.2555380165576935,-0.5077029466629028,0.0011875468771904707,7
2026-02-12 15:49:03.407,-0.17495198547840118,-0.2555249333381653,-0.5077149868011475,-0.0005374188185669482,7
2026-02-12 15:49:03.906,-0.1749740093946457,-0.2556553781032562,-0.5076278448104858,0.0009169862605631351,6
2026-02-12 15:49:04.406,-0.17496877908706665,-0.2557332515716553,-0.5075777173042297,0.00011571225331863388,6
2026-02-12 15:49:04.920,-0.17500215768814087,-0.25567469000816345,-0.5076106190681458,0.00016712555952835828,7
2026-02-12 15:49:05.420,-0.17500287294387817,-0.2557320296764374,-0.5075758695602417,0.0009176881285384297,7
2026-02-12 15:49:05.909,-0.17508721351623535,-0.25562092661857605,-0.5076327919960022,0.0008030897006392479,6
2026-02-12 15:49:06.406,-0.17511938512325287,-0.25577229261398315,-0.5075327157974243,-4.167462611803785E-05,6
2026-02-12 15:49:06.917,-0.17505471408367157,-0.255871057510376,-0.5074781775474548,-0.0003622124495450407,7
2026-02-12 15:49:07.415,-0.17507317662239075,-0.2558673918247223,-0.5074821710586548,-0.003059209091588855,7
2026-02-12 15:49:07.909,-0.1751176416873932,-0.2558444142341614,-0.5074838399887085,0.0007134908810257912,6
2026-02-12 15:49:08.410,-0.175180584192276,-0.25548887252807617,-0.5076990723609924,0.0011363421799615026,6
2026-02-12 15:49:08.917,-0.17520183324813843,-0.2556055784225464,-0.507623016834259,0.00027544915792532265,7
2026-02-12 15:49:09.419,-0.17523197829723358,-0.2555331587791443,-0.507666289806366,-0.0006072393152862787,7
2026-02-12 15:49:09.912,-0.1752653270959854,-0.25550004839897156,-0.5076764225959778,-0.00014857765927445143,7
