Time,X_L,Y_L,Z_L,VX_L,VY_L,VZ_L,FX_L,FY_L,FZ_L,X_R,Y_R,Z_R,VX_R,VY_R,VZ_R,FX_R,FY_R,FZ_R,Frequency
2026-02-19 16:10:39.578,-0.11869096010923386,-0.4773145318031311,-0.24894043803215027,0.0005897110095247626,0.00013590844173450023,-0.00024941342417150736,0,0,0,0.028623228892683983,-0.30585694313049316,-0.48305684328079224,0.0013332513626664877,-0.0018239151686429977,0.0007986151031218469,0,0,0,6
2026-02-19 16:10:39.657,-0.11870813369750977,-0.47733330726623535,-0.24890314042568207,-0.000564492482226342,-0.0006496863206848502,0.0010416678851470351,0,0,0,0.02861761674284935,-0.305903822183609,-0.48303067684173584,-0.0003159136394970119,-2.0321733245509677E-05,6.35314718238078E-05,0,0,0,6
2026-02-19 16:10:39.737,-0.11871284246444702,-0.47734859585762024,-0.24888606369495392,0.00032296511926688254,-0.00013818481238558888,-3.8178674003575E-05,0,0,0,0.028496364131569862,-0.3057982623577118,-0.48307767510414124,-0.0015449882484972477,0.00068017712328583,-0.000333802483510226,0,0,0,6
2026-02-19 16:10:39.806,-0.11868063360452652,-0.4773469567298889,-0.24888569116592407,-0.00046372736687771976,-6.276065687416121E-05,0.00016047479584813118,0,0,0,0.028467407450079918,-0.3058837652206421,-0.4830232560634613,-0.00021962665778119117,-0.0014936544466763735,0.0008746376843191683,0,0,0,6
2026-02-19 16:10:39.894,-0.1187095120549202,-0.4773241877555847,-0.24890978634357452,0.00012610929843503982,0.0004514364991337061,-0.0005794580793008208,0,0,0,0.02838939055800438,-0.30585211515426636,-0.48302802443504333,-0.0010708194458857179,0.0006288523436523974,-0.000164793265867047,0,0,0,6
2026-02-19 16:10:39.973,-0.11870341002941132,-0.4773125946521759,-0.24893717467784882,-0.0008135021780617535,-5.296655581332743E-05,7.027212996035814E-05,0,0,0,0.028339218348264694,-0.30586865544319153,-0.4830133616924286,-0.0004587846633512527,-0.0011347288964316249,0.0007193731144070625,0,0,0,6
2026-02-19 16:10:40.053,-0.11871957778930664,-0.47733211517333984,-0.24890421330928802,0.000658240111079067,-0.0005264870706014335,0.0006403888110071421,0,0,0,0.02822100929915905,-0.3058778643608093,-0.4829857647418976,-0.0008066860609687865,-0.0004528234130702913,0.0005300650955177844,0,0,0,6
2026-02-19 16:10:40.131,-0.1186768114566803,-0.47734084725379944,-0.24888651072978973,0.0008276068256236613,0.0002931018534582108,-0.00034566930844448507,0,0,0,0.028243085369467735,-0.3059033453464508,-0.4829767048358917,0.00016612546460237354,-0.0003403521841391921,9.522639447823167E-05,0,0,0,6
2026-02-19 16:10:40.219,-0.11869753897190094,-0.47734135389328003,-0.2488783746957779,-0.0004122971440665424,1.7020563973346725E-05,6.650319119216874E-05,0,0,0,0.02820795215666294,-0.3058752417564392,-0.4829869866371155,-0.0002769766724668443,5.386549673858099E-05,4.422777419677004E-05,0,0,0,6
2026-02-19 16:10:40.289,-0.11870940029621124,-0.47732338309288025,-0.24890781939029694,-0.000266288552666083,6.301184475887567E-05,-0.00016855895228218287,0,0,0,0.02819971553981304,-0.30589380860328674,-0.4829770028591156,-0.0003743696433957666,-0.00033746581175364554,0.00020938485977239907,0,0,0,6
2026-02-19 16:10:40.364,-0.1187145933508873,-0.4773240089416504,-0.24890640377998352,-0.0006097520235925913,0.0003832183429040015,-0.00035433509037829936,0,0,0,0.028222452849149704,-0.30593588948249817,-0.48296013474464417,-0.0002594657998997718,-0.00026030829758383334,0.0001676017272984609,0,0,0,6
2026-02-19 16:10:40.448,-0.11872825771570206,-0.4773297607898712,-0.2489059567451477,-0.0005728430696763098,-9.752144251251593E-05,0.00017621459846850485,0,0,0,0.028190026059746742,-0.30587536096572876,-0.48299068212509155,-0.0005986105534248054,0.00034047121880576015,-5.294540824252181E-05,0,0,0,6
2026-02-19 16:10:40.521,-0.11871081590652466,-0.4773191511631012,-0.24891801178455353,9.457615669816732E-05,0.00015176775923464447,-0.0002080714621115476,0,0,0,0.028197644278407097,-0.30588576197624207,-0.4829828143119812,-0.0004657500539906323,-0.00021385293803177774,0.0002146558981621638,0,0,0,6
2026-02-19 16:10:40.604,-0.1187232956290245,-0.47731637954711914,-0.24892574548721313,8.964506560005248E-05,-0.00016229851462412626,-7.282468868652359E-05,0,0,0,0.028169354423880577,-0.30591005086898804,-0.48296016454696655,-0.000702135032042861,0.0003594722365960479,-9.611048153601587E-05,0,0,0,6
2026-02-19 16:10:40.683,-0.11871739476919174,-0.4773321747779846,-0.24890819191932678,0.00045543830492533743,-0.0002250627294415608,0.00019668687309604138,0,0,0,0.028204690665006638,-0.3058907091617584,-0.48298466205596924,0.001029629958793521,-0.00045830305316485465,4.282479130779393E-05,0,0,0,6
2026-02-19 16:10:40.763,-0.11872167885303497,-0.4773075580596924,-0.24893811345100403,6.666433910140768E-05,0.00017130102787632495,-0.00024796478101052344,0,0,0,0.028300276026129723,-0.3059065341949463,-0.48298850655555725,0.0011115692323073745,-0.0001527010026620701,-0.00015810273180250078,0,0,0,6
2026-02-19 16:10:40.843,-0.11873873323202133,-0.47732818126678467,-0.2489076405763626,-0.0004853433056268841,-0.0006937931757420301,0.0010334135731682181,0,0,0,0.02833741158246994,-0.3058631122112274,-0.4830188751220703,0.000452319101896137,-0.00024887180188670754,0.00012436222459655255,0,0,0,6
2026-02-19 16:10:40.922,-0.11873786151409149,-0.47734200954437256,-0.24889184534549713,0.00047215368249453604,0.00015298768994398415,-0.00020157595281489193,0,0,0,0.028388280421495438,-0.3058813512325287,-0.48301827907562256,0.0005635020206682384,-9.62961985351285E-06,-0.00012498274736572057,0,0,0,6
2026-02-19 16:10:41.010,-0.11877443641424179,-0.4773176312446594,-0.24891357123851776,0.00012520725431386381,0.0005199179868213832,-0.0005985582829453051,0,0,0,0.028405049815773964,-0.3058278262615204,-0.4830477833747864,-0.0003688263241201639,0.0009544856147840619,-0.0004955356125719845,0,0,0,7
2026-02-19 16:10:41.090,-0.11873994767665863,-0.4773125946521759,-0.24891923367977142,0.0011330691631883383,0.00016923679504543543,-0.000324597378494218,0,0,0,0.028434500098228455,-0.30586716532707214,-0.4830240309238434,0.000442665652371943,-0.0007649973267689347,0.00047760677989572287,0,0,0,7
2026-02-19 16:10:41.169,-0.11872094869613647,-0.47731998562812805,-0.24891480803489685,-0.00019528719712980092,-0.00018388037278782576,0.00015533482655882835,0,0,0,0.028435232117772102,-0.30587345361709595,-0.4830244779586792,-0.0005391312297433615,0.0007095815963111818,-0.0004172566987108439,0,0,0,7
2026-02-19 16:10:41.248,-0.1187434047460556,-0.4773131310939789,-0.24893152713775635,0.0005373447784222662,-4.477892071008682E-05,1.0046780516859144E-05,0,0,0,0.028420640155673027,-0.305837482213974,-0.48304909467697144,8.488658932037652E-05,0.00027984281769022346,-0.00039590761298313737,0,0,0,7
2026-02-19 16:10:41.327,-0.11874329298734665,-0.4773196876049042,-0.24892836809158325,0.0010543796233832836,0.00012955436250194907,-0.0001856193703133613,0,0,0,0.028428470715880394,-0.3058776557445526,-0.4830264747142792,-0.0002664992935024202,-0.00013306444452609867,0.00012558283924590796,0,0,0,7
2026-02-19 16:10:41.407,-0.11875733733177185,-0.47733160853385925,-0.24891993403434753,-0.0005505570443347096,-0.0005437415675260127,0.0006500405143015087,0,0,0,0.02839711308479309,-0.3058483600616455,-0.4830394387245178,-0.0007009588880464435,0.0005467588198371232,-0.00021976878633722663,0,0,0,7
2026-02-19 16:10:41.488,-0.11873184889554977,-0.4773201644420624,-0.2489287257194519,0.0005499690887518227,0.00033676947350613773,-0.0005094502703286707,0,0,0,0.028395038098096848,-0.3058847188949585,-0.4830162227153778,-0.00039935842505656183,-0.00021946488413959742,0.00015375281509477645,0,0,0,7
2026-02-19 16:10:41.564,-0.1187547892332077,-0.47732147574424744,-0.2489275485277176,-1.487889949203236E-05,-0.00028893485432490706,0.0003591911809053272,0,0,0,0.028383372351527214,-0.3058509826660156,-0.4830288589000702,2.9711842216784135E-05,-0.0005361992516554892,0.00027769349981099367,0,0,0,7
