Time,X_EE,Y_EE,Z_EE,Vel_Z_EE
2026-02-10 16:51:38.010,0,0,0,0
2026-02-10 16:51:38.505,0,0,0,0
2026-02-10 16:51:39.013,0,0,0,0
2026-02-10 16:51:39.507,0,0,0,0
2026-02-10 16:51:40.004,0,0,0,0
2026-02-10 16:51:40.505,0,0,0,0
2026-02-10 16:51:41.006,0,0,0,0
2026-02-10 16:51:41.513,0,0,0,0
2026-02-10 16:51:41.999,0,0,0,0
2026-02-10 16:51:42.523,0,0,0,0
2026-02-10 16:51:43.030,0,0,0,0
2026-02-10 16:51:43.523,0,0,0,0
2026-02-10 16:51:44.030,0,0,0,0
2026-02-10 16:51:44.522,0,0,0,0
2026-02-10 16:51:45.020,0,0,0,0
2026-02-10 16:51:45.524,0,0,0,0
2026-02-10 16:51:46.016,0,0,0,0
