Time,X_EE,Y_EE,Z_EE,Vel_Z_EE,Frequency
2026-02-12 15:47:12.706,-0.1717340648174286,-0.2577792704105377,-0.5067968964576721,-0.0013846145011484623,7
2026-02-12 15:47:13.213,-0.17164009809494019,-0.25779399275779724,-0.5068047642707825,-0.00020590021449606866,6
2026-02-12 15:47:13.706,-0.1716546267271042,-0.2577129602432251,-0.5068519115447998,-4.396674739837181E-06,6
2026-02-12 15:47:14.213,-0.1717163473367691,-0.2573336362838745,-0.5070813894271851,0.0008592306403443217,7
2026-02-12 15:47:14.709,-0.17177553474903107,-0.25734496116638184,-0.5070670247077942,0.0006504494231194258,7
2026-02-12 15:47:15.208,-0.1716831475496292,-0.25737693905830383,-0.5070557594299316,0.0007825311622582376,6
2026-02-12 15:47:15.704,-0.17167948186397552,-0.2573750913143158,-0.5070580244064331,-0.001066062250174582,6
2026-02-12 15:47:16.212,-0.1716337949037552,-0.25755244493484497,-0.506952702999115,-0.0003565365041140467,7
2026-02-12 15:47:16.715,-0.17165705561637878,-0.2574913501739502,-0.5069933533668518,-0.0011577458353713155,7
2026-02-12 15:47:17.207,-0.17171837389469147,-0.2573713958263397,-0.5070578455924988,0.000506447977386415,6
2026-02-12 15:47:17.706,-0.17170874774456024,-0.25718623399734497,-0.5071805715560913,0.0009203627705574036,6
2026-02-12 15:47:18.215,-0.1719210147857666,-0.2565520107746124,-0.5075486898422241,0.0003304856363683939,7
2026-02-12 15:47:18.716,-0.1720227599143982,-0.25631338357925415,-0.507686197757721,5.7349170674569905E-05,7
2026-02-12 15:47:19.211,-0.17204369604587555,-0.2563793957233429,-0.5076392889022827,-4.993820039089769E-05,6
2026-02-12 15:47:19.705,-0.17205333709716797,-0.25629979372024536,-0.5076873302459717,-0.0002041356055997312,6
2026-02-12 15:47:20.207,-0.1720419079065323,-0.2563141882419586,-0.5076794624328613,-0.0008051852928474545,7
2026-02-12 15:47:20.724,-0.17203389108181,-0.25635457038879395,-0.5076547265052795,0.00019360537407919765,7
2026-02-12 15:47:21.233,-0.17211927473545074,-0.25632891058921814,-0.5076596736907959,0.0009331537294201553,6
2026-02-12 15:47:21.719,-0.172115296125412,-0.2564642131328583,-0.5075733661651611,-0.00027093838434666395,6
2026-02-12 15:47:22.229,-0.17211033403873444,-0.25649693608283997,-0.5075529217720032,-6.781914999010041E-05,7
2026-02-12 15:47:22.729,-0.17214524745941162,-0.2565186023712158,-0.5075321793556213,-0.0003028595820069313,7
2026-02-12 15:47:23.222,-0.17210277915000916,-0.25655609369277954,-0.5075188279151917,-0.0008839113870635629,6
2026-02-12 15:47:23.730,-0.17211118340492249,-0.2565847933292389,-0.5074989199638367,-0.00010572843166301027,6
2026-02-12 15:47:24.223,-0.17208726704120636,-0.2565672993659973,-0.5075148940086365,0.00012503654579631984,7
2026-02-12 15:47:24.719,-0.1721002459526062,-0.25660255551338196,-0.5074865818023682,0.00017157781985588372,7
2026-02-12 15:47:25.226,-0.17214104533195496,-0.256645143032074,-0.5074577927589417,-9.54512756834447E-07,6
2026-02-12 15:47:25.728,-0.17213758826255798,-0.256660133600235,-0.5074492692947388,0.0005611337255686522,6
2026-02-12 15:47:26.226,-0.17213845252990723,-0.25670239329338074,-0.5074216723442078,-0.0008572955266572535,7
2026-02-12 15:47:26.721,-0.17212091386318207,-0.2567688822746277,-0.5073874592781067,-0.00032109470339491963,7
2026-02-12 15:47:27.230,-0.1721249520778656,-0.25683194398880005,-0.5073400139808655,8.194221300072968E-05,6
2026-02-12 15:47:27.731,-0.17214976251125336,-0.25679975748062134,-0.5073521733283997,0.001593693275935948,6
2026-02-12 15:47:28.219,-0.1721041202545166,-0.2569063901901245,-0.5072953701019287,-0.0008035625796765089,7
2026-02-12 15:47:28.727,-0.17211151123046875,-0.25713229179382324,-0.5071549415588379,-0.00017325225053355098,7
2026-02-12 15:47:29.222,-0.17216156423091888,-0.25713837146759033,-0.5071388483047485,0.0003258986980654299,6
2026-02-12 15:47:29.722,-0.1721227467060089,-0.2572129964828491,-0.507100522518158,-0.0002778191992547363,6
2026-02-12 15:47:30.224,-0.1719130277633667,-0.25730377435684204,-0.5070785880088806,-0.0006702385726384819,7
2026-02-12 15:47:30.731,-0.17179939150810242,-0.2573052942752838,-0.5070928335189819,0.00015569945389870554,7
2026-02-12 15:47:31.231,-0.17181120812892914,-0.2574560046195984,-0.5069933533668518,0.0003692203899845481,6
2026-02-12 15:47:31.731,-0.17177745699882507,-0.2575134038925171,-0.5069591999053955,0.00029300621827133,6
2026-02-12 15:47:32.225,-0.17176251113414764,-0.2576862871646881,-0.5068567991256714,-6.071542429708643E-06,7
2026-02-12 15:47:32.724,-0.17176584899425507,-0.2577386796474457,-0.5068195462226868,3.1084342481335625E-05,7
2026-02-12 15:47:33.218,-0.17173419892787933,-0.25783151388168335,-0.5067636966705322,-0.00039546197513118386,6
2026-02-12 15:47:33.720,-0.17172731459140778,-0.25805866718292236,-0.5066227912902832,-0.00035654078237712383,6
2026-02-12 15:47:34.233,-0.17172609269618988,-0.25806617736816406,-0.506615161895752,-0.0005157050909474492,7
2026-02-12 15:47:34.720,-0.17171142995357513,-0.2582283616065979,-0.506515383720398,-0.00041911701555363834,7
2026-02-12 15:47:35.233,-0.1717224270105362,-0.25836020708084106,-0.5064293146133423,-0.00029907061252743006,6
2026-02-12 15:47:35.731,-0.17163921892642975,-0.25868329405784607,-0.5062365531921387,-0.0010620380053296685,6
2026-02-12 15:47:36.225,-0.1716717630624771,-0.25866973400115967,-0.5062398910522461,-0.00046776465023867786,7
2026-02-12 15:47:36.733,-0.17174504697322845,-0.25872769951820374,-0.506191074848175,0.00011485313007142395,7
2026-02-12 15:47:37.231,-0.17177796363830566,-0.2589070498943329,-0.5060727000236511,-0.0012325404677540064,6
2026-02-12 15:47:37.726,-0.17177753150463104,-0.25919127464294434,-0.5058944225311279,-0.0021638916805386543,6
2026-02-12 15:47:38.226,-0.17165972292423248,-0.2596508860588074,-0.5056159496307373,-0.0020164570305496454,7
2026-02-12 15:47:38.722,-0.17160141468048096,-0.2602172791957855,-0.5052598118782043,-0.003146383911371231,7
2026-02-12 15:47:39.225,-0.17161428928375244,-0.2602364420890808,-0.5052437782287598,-0.0013985333498567343,6
2026-02-12 15:47:39.724,-0.17164216935634613,-0.2603766918182373,-0.5051476955413818,-0.00018084079783875495,6
2026-02-12 15:47:40.227,-0.17155268788337708,-0.26087626814842224,-0.5048410296440125,-0.0008185705519281328,7
2026-02-12 15:47:40.725,-0.17164736986160278,-0.26066622138023376,-0.5049622654914856,0.004909605719149113,7
2026-02-12 15:47:41.219,-0.1716793030500412,-0.26015087962150574,-0.5052895545959473,0.00031184565159492195,6
2026-02-12 15:47:41.731,-0.1717795878648758,-0.259762167930603,-0.5055270195007324,0.00019619976228568703,6
2026-02-12 15:47:42.228,-0.171933114528656,-0.2593079209327698,-0.5057912468910217,0.00032934409682638943,7
2026-02-12 15:47:42.724,-0.17194272577762604,-0.259297639131546,-0.5057966113090515,-0.0004518883069977164,7
2026-02-12 15:47:43.226,-0.17195241153240204,-0.25925761461257935,-0.5058164000511169,-0.0009346572915092111,7
2026-02-12 15:47:43.728,-0.1718994826078415,-0.2595302164554596,-0.5056517720222473,-0.0013735800748690963,7
2026-02-12 15:47:44.219,-0.17197288572788239,-0.259551078081131,-0.5056259036064148,2.3701399186393246E-05,6
2026-02-12 15:47:44.732,-0.1719808280467987,-0.25958383083343506,-0.505606472492218,0.001773384166881442,6
2026-02-12 15:47:45.225,-0.17200595140457153,-0.2597362995147705,-0.5055047869682312,-0.0009568555979058146,7
2026-02-12 15:47:45.720,-0.1719396412372589,-0.2600342333316803,-0.5053238272666931,-0.0009527523652650416,7
2026-02-12 15:47:46.227,-0.17188209295272827,-0.2602863311767578,-0.5051681399345398,4.493363667279482E-05,6
2026-02-12 15:47:46.725,-0.1717955768108368,-0.260909765958786,-0.504779577255249,-0.0009852448711171746,6
2026-02-12 15:47:47.219,-0.17193123698234558,-0.26010555028915405,-0.5052769184112549,-0.000461017363704741,7
2026-02-12 15:47:47.728,-0.17190825939178467,-0.2603646516799927,-0.5051102638244629,-0.000446485064458102,7
2026-02-12 15:47:48.218,-0.17186827957630157,-0.26074615120887756,-0.5048741102218628,-0.00048664159839972854,7
2026-02-12 15:47:48.730,-0.17187701165676117,-0.2607830762863159,-0.5048537254333496,0.0030254055745899677,6
2026-02-12 15:47:49.228,-0.1718539297580719,-0.26113077998161316,-0.5046314001083374,-0.00020162803411949426,7
