Time,X_EE,Y_EE,Z_EE,Vel_Z_EE
2026-02-10 16:52:24.437,0,0,0,0
2026-02-10 16:52:24.924,0,0,0,0
2026-02-10 16:52:25.442,0,0,0,0
2026-02-10 16:52:25.940,0,0,0,0
2026-02-10 16:52:26.449,0,0,0,0
2026-02-10 16:52:26.938,0,0,0,0
2026-02-10 16:52:27.450,0,0,0,0
2026-02-10 16:52:27.944,0,0,0,0
2026-02-10 16:52:28.445,0,0,0,0
2026-02-10 16:52:28.938,0,0,0,0
2026-02-10 16:52:29.443,0,0,0,0
2026-02-10 16:52:29.940,0,0,0,0
2026-02-10 16:52:30.448,0,0,0,0
2026-02-10 16:52:30.939,0,0,0,0
2026-02-10 16:52:31.439,0,0,0,0
2026-02-10 16:52:31.951,0,0,0,0
2026-02-10 16:52:32.437,0,0,0,0
2026-02-10 16:52:32.939,0,0,0,0
