Time,X_EE,Y_EE,Z_EE,Vel_Z_EE
2026-02-10 11:56:28.115,0,0,0,0
2026-02-10 11:56:28.606,0,0,0,0
2026-02-10 11:56:29.114,0,0,0,0
2026-02-10 11:56:29.606,0,0,0,0
2026-02-10 11:56:30.109,0,0,0,0
2026-02-10 11:56:30.609,0,0,0,0
2026-02-10 11:56:31.108,0,0,0,0
2026-02-10 11:56:31.610,0,0,0,0
2026-02-10 11:56:32.113,0,0,0,0
2026-02-10 11:56:32.613,0,0,0,0
2026-02-10 11:56:33.117,0,0,0,0
2026-02-10 11:56:33.609,0,0,0,0
2026-02-10 11:56:34.105,0,0,0,0
2026-02-10 11:56:34.609,0,0,0,0
2026-02-10 11:56:35.105,0,0,0,0
2026-02-10 11:56:35.608,0,0,0,0
