Time,X_EE,Y_EE,Z_EE,Vel_Z_EE
2026-02-11 16:33:56.512,-0.13556919991970062,-0.3122781217098236,-0.4537394344806671,5.054231587564573E-05
2026-02-11 16:33:57.006,-0.1355871558189392,-0.3122612237930298,-0.45375290513038635,0.00022392385290004313
2026-02-11 16:33:57.510,-0.13559608161449432,-0.31235039234161377,-0.45366689562797546,-0.0008026310824789107
2026-02-11 16:33:58.003,-0.1355922520160675,-0.3124167323112488,-0.45359963178634644,-0.0007872766000218689
2026-02-11 16:33:58.503,-0.13562169671058655,-0.3123205304145813,-0.4536903202533722,-0.0004072227457072586
2026-02-11 16:33:59.012,-0.1356150209903717,-0.3123584985733032,-0.4536553621292114,0.000555265462026
2026-02-11 16:33:59.501,-0.1356288343667984,-0.3123738169670105,-0.45363694429397583,0.00015750150487292558
2026-02-11 16:34:00.014,-0.13563595712184906,-0.31241360306739807,-0.4535931348800659,0.00037615199107676744
2026-02-11 16:34:00.503,-0.13573844730854034,-0.31234052777290344,-0.45365262031555176,-0.0006052120588719845
2026-02-11 16:34:01.000,-0.1357133686542511,-0.31239190697669983,-0.4536081552505493,-0.000678777345456183
2026-02-11 16:34:01.508,-0.13578031957149506,-0.3124091625213623,-0.45358607172966003,0.0011112624779343605
2026-02-11 16:34:02.007,-0.1357918679714203,-0.31237584352493286,-0.45361199975013733,0.000346216227626428
2026-02-11 16:34:02.507,-0.13583378493785858,-0.3123704791069031,-0.45361390709877014,-0.000910756818484515
2026-02-11 16:34:03.005,-0.13587310910224915,-0.3123432695865631,-0.453630656003952,0.00010174481576541439
2026-02-11 16:34:03.519,-0.13592299818992615,-0.3123420774936676,-0.45362240076065063,0.00045316392788663507
2026-02-11 16:34:04.018,-0.13593690097332,-0.31230074167251587,-0.45365291833877563,0.00030407882877625525
2026-02-11 16:34:04.524,-0.13589562475681305,-0.3123522996902466,-0.4536072909832001,-0.0006381215061992407
2026-02-11 16:34:05.024,-0.13589699566364288,-0.31232431530952454,-0.45364025235176086,-0.0004707715706899762
2026-02-11 16:34:05.708,-0.1359538435935974,-0.3124130964279175,-0.45355913043022156,-0.0003513357660267502
2026-02-11 16:34:06.016,-0.13596883416175842,-0.312428742647171,-0.45353788137435913,0.0002825718838721514
2026-02-11 16:34:06.522,-0.13598017394542694,-0.31247156858444214,-0.4534967541694641,0.0003750244213733822
2026-02-11 16:34:07.032,-0.13605009019374847,-0.31238242983818054,-0.4535669982433319,0.00048127255286090076
2026-02-11 16:34:07.540,-0.13610616326332092,-0.31237372756004333,-0.4535691440105438,6.459974974859506E-05
2026-02-11 16:34:08.038,-0.1362045407295227,-0.31236761808395386,-0.4535628855228424,-0.00046320512774400413
2026-02-11 16:34:08.533,-0.13633982837200165,-0.31240114569664,-0.4535098969936371,-0.00016703244182281196
2026-02-11 16:34:09.045,-0.13668185472488403,-0.312306672334671,-0.45355224609375,0.0002562653389759362
2026-02-11 16:34:09.535,-0.13841763138771057,-0.311693400144577,-0.4538577198982239,0.0036084868479520082
2026-02-11 16:34:10.034,-0.14010830223560333,-0.31106191873550415,-0.4541996419429779,0.002243907656520605
2026-02-11 16:34:10.540,-0.14460231363773346,-0.30972081422805786,-0.4547143578529358,0.0015725287375971675
2026-02-11 16:34:11.047,-0.14460550248622894,-0.3097591996192932,-0.45468148589134216,0.00045494947698898613
2026-02-11 16:34:11.538,-0.14458152651786804,-0.3097142279148102,-0.45472458004951477,0.0016452113632112741
2026-02-11 16:34:12.042,-0.14245951175689697,-0.3102947473526001,-0.45454007387161255,5.920986586716026E-05
2026-02-11 16:34:12.546,-0.1430051028728485,-0.30991315841674805,-0.45479974150657654,0.0004587792791426182
2026-02-11 16:34:13.054,-0.14318329095840454,-0.30989348888397217,-0.45479616522789,-0.00036204865318723023
2026-02-11 16:34:13.559,-0.1425771564245224,-0.3100125789642334,-0.4547756016254425,0.0002902637352235615
2026-02-11 16:34:14.051,-0.14296221733093262,-0.3098978102207184,-0.4548274874687195,0.001133070676587522
2026-02-11 16:34:14.549,-0.14194683730602264,-0.31014853715896606,-0.45475560426712036,0.00033452233765274286
2026-02-11 16:34:15.056,-0.14189140498638153,-0.3101666569709778,-0.45474734902381897,-0.0010053642326965928
2026-02-11 16:34:15.547,-0.14137783646583557,-0.3103286921977997,-0.4546825885772705,8.614501712145284E-05
2026-02-11 16:34:16.055,-0.14142149686813354,-0.3102525472640991,-0.4547356963157654,0.00030486384639516473
2026-02-11 16:34:16.561,-0.1413494497537613,-0.31013062596321106,-0.4548657238483429,0.000318951322697103
2026-02-11 16:34:17.055,-0.14111264050006866,-0.3101465404033661,-0.4548908472061157,-0.00041949976002797484
2026-02-11 16:34:17.550,-0.13968688249588013,-0.3105528652667999,-0.45473623275756836,-0.0007583954138681293
2026-02-11 16:34:18.055,-0.1393262892961502,-0.31061214208602905,-0.4547327160835266,0.0001695591927273199
2026-02-11 16:34:18.554,-0.13942411541938782,-0.31059950590133667,-0.4547303020954132,9.188438707496971E-05
2026-02-11 16:34:19.062,-0.13951759040355682,-0.3105863034725189,-0.45472463965415955,0.00039537850534543395
2026-02-11 16:34:19.573,-0.13953888416290283,-0.31058529019355774,-0.4547234773635864,0.0004749972722493112
2026-02-11 16:34:20.073,-0.13956473767757416,-0.31060871481895447,-0.4547012150287628,-0.0007379325106739998
2026-02-11 16:34:20.572,-0.13959357142448425,-0.31060272455215454,-0.4547012448310852,-0.00021025363821536303
2026-02-11 16:34:21.067,-0.13959473371505737,-0.3105887174606323,-0.4547082781791687,-7.315110269701108E-05
2026-02-11 16:34:21.573,-0.13957150280475616,-0.3106251657009125,-0.45467910170555115,0.0005086949677206576
2026-02-11 16:34:22.066,-0.1396038979291916,-0.3106255829334259,-0.4546748995780945,-0.0002083688013954088
2026-02-11 16:34:22.565,-0.1395716816186905,-0.3106541931629181,-0.4546549916267395,0.0003765518486034125
2026-02-11 16:34:23.069,-0.13955305516719818,-0.3106115460395813,-0.45469292998313904,-0.0005212306859903038
2026-02-11 16:34:23.570,-0.13952010869979858,-0.31068626046180725,-0.45462724566459656,-0.0007954136817716062
2026-02-11 16:34:24.072,-0.13964752852916718,-0.310596227645874,-0.45468780398368835,0.0002944609150290489
2026-02-11 16:34:24.563,-0.1396346390247345,-0.31067654490470886,-0.45462343096733093,-6.948044028831646E-05
2026-02-11 16:34:25.072,-0.13981148600578308,-0.3105630576610565,-0.45470190048217773,0.0008535892702639103
2026-02-11 16:34:25.571,-0.13992564380168915,-0.3105411231517792,-0.4547034800052643,0.0001750632654875517
2026-02-11 16:34:26.064,-0.13994255661964417,-0.3105581998825073,-0.45468437671661377,0.0005678751622326672
2026-02-11 16:34:26.570,-0.14009401202201843,-0.3104887902736664,-0.4547204375267029,0.0008807325502857566
2026-02-11 16:34:27.076,-0.1402316689491272,-0.310451477766037,-0.4547348916530609,0.0002885732683353126
2026-02-11 16:34:27.566,-0.14038555324077606,-0.3103881776332855,-0.45476827025413513,-5.19454333698377E-05
2026-02-11 16:34:28.064,-0.1404678225517273,-0.3103644549846649,-0.45478174090385437,8.153035196301062E-06
2026-02-11 16:34:28.565,-0.13365168869495392,-0.3120484948158264,-0.4541798532009125,0.009812911972403526
2026-02-11 16:34:29.070,-0.14042909443378448,-0.3104257583618164,-0.4547303318977356,-1.3031300113652833E-05
2026-02-11 16:34:29.562,-0.14053785800933838,-0.31027618050575256,-0.45484742522239685,0.0003309731255285442
2026-02-11 16:34:30.070,-0.1406085193157196,-0.31024929881095886,-0.45486605167388916,0.0011917788069695234
2026-02-11 16:34:30.568,-0.140525221824646,-0.3102363049983978,-0.4548909664154053,0.0014155009994283319
2026-02-11 16:34:31.068,-0.14057308435440063,-0.31022053956985474,-0.4548979103565216,-5.9055462770629674E-05
2026-02-11 16:34:31.567,-0.14070434868335724,-0.3101353049278259,-0.4549565017223358,9.225356916431338E-05
2026-02-11 16:34:32.072,-0.14076434075832367,-0.3101358711719513,-0.4549446702003479,-0.00010416394798085093
2026-02-11 16:34:32.573,-0.14079251885414124,-0.31007230281829834,-0.45500022172927856,0.00032555501093156636
2026-02-11 16:34:33.065,-0.14079681038856506,-0.310054212808609,-0.45502224564552307,-0.0011454032501205802
2026-02-11 16:34:33.569,-0.14080585539340973,-0.31004807353019714,-0.4550186097621918,-1.0311923688277602E-05
2026-02-11 16:34:34.067,-0.14091989398002625,-0.30998772382736206,-0.4550585150718689,0.0006190804997459054
2026-02-11 16:34:34.562,-0.14093726873397827,-0.31000620126724243,-0.45503729581832886,-0.00011651911336230114
2026-02-11 16:34:35.067,-0.14097483456134796,-0.30996352434158325,-0.455070823431015,0.0001316727721132338
2026-02-11 16:34:35.576,-0.14093729853630066,-0.3099603056907654,-0.4550727605819702,0.0007830886752344668
2026-02-11 16:34:36.066,-0.1409684717655182,-0.31002846360206604,-0.4550149142742157,-0.00020328079699538648
2026-02-11 16:34:36.573,-0.14099335670471191,-0.31007054448127747,-0.454977810382843,7.059011841192842E-05
2026-02-11 16:34:37.062,-0.14097784459590912,-0.3100718855857849,-0.45498135685920715,4.898047700407915E-05
2026-02-11 16:34:37.567,-0.1409982591867447,-0.30996808409690857,-0.45507243275642395,-0.0005248991074040532
2026-02-11 16:34:38.066,-0.14106355607509613,-0.3099122941493988,-0.4551030397415161,0.00035560826654545963
2026-02-11 16:34:38.573,-0.14101184904575348,-0.3099716901779175,-0.455054372549057,0.00014450837625190616
2026-02-11 16:34:39.067,-0.14107193052768707,-0.30987486243247986,-0.45513197779655457,0.0013377559371292591
2026-02-11 16:34:39.565,-0.14249885082244873,-0.30954769253730774,-0.4552169442176819,-0.0001240520941792056
2026-02-11 16:34:40.065,-0.14261314272880554,-0.3095221519470215,-0.4552258253097534,0.00019572900782804936
2026-02-11 16:34:40.582,-0.14245636761188507,-0.30952462553977966,-0.4552426338195801,0.0009634704911150038
2026-02-11 16:34:41.078,-0.14335034787654877,-0.3093206286430359,-0.45529860258102417,0.0003796334785874933
2026-02-11 16:34:41.586,-0.14431077241897583,-0.30904141068458557,-0.4553929567337036,0.0013432232663035393
